danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.45,0.794,-5.015,0.0538,0.388,0.0,0.303,0.362,143.861,0awZwmlC6pxH65KTZpadmX,251906
0.524,0.182,-13.154,0.0637,0.689,0.000106,0.16,0.158,85.72,56J5dZ21WjuGKO3Z6LDIoc,154305
0.491,0.176,-17.212,0.0369,0.869,0.00375,0.101,0.122,120.06,73Moxwjn2ElzQBIMstG2ga,198000
0.38,0.167,-15.294,0.0374,0.95,0.000369,0.0844,0.195,93.112,57VAuR1WgKFzcpO3ujQx9A,264012
0.423,0.38,-13.112,0.0377,0.301,0.00317,0.208,0.479,141.047,4UPLlFF10U3St7PaaQGPgi,269520
0.492,0.356,-10.638,0.0259,0.379,0.00666,0.274,0.15,106.968,7JPmhsHbjaDGmTCKBZxVVU,303067
0.354,0.183,-8.524,0.033,0.806,3.22e-06,0.079,0.0652,119.646,7dpK3vpplQn03jlMi5Pj3n,287360
0.431,0.284,-11.858,0.0432,0.871,0.000136,0.0899,0.229,98.317,7x8pIrhMu9FCmqqHNyuH0P,204067
0.654,0.148,-11.963,0.0327,0.929,0.0016,0.0895,0.287,130.738,2hNvu4bGZFOoop3PbornV2,208973
0.535,0.209,-16.402,0.0257,0.668,0.14,0.129,0.515,137.889,3GahMRXI3rL2JVeSLZBRnF,136033
0.626,0.31,-15.987,0.162,0.879,0.0,0.643,0.225,60.285,4Yx9MWjLv2OWW5t8pxptdB,75672
0.49,0.104,-13.208,0.0635,0.964,0.0,0.162,0.278,86.675,0fB77VOZ2FkQeKLv1DuEwp,324499
0.714,0.243,-13.513,0.0478,0.646,0.212,0.11,0.504,125.834,7kC97zPE0PxrcItXyGdk8P,298720
0.271,0.714,-5.124,0.0329,0.392,0.0,0.115,0.239,94.158,5rfT032kGmLvbxZzfHlu5D,202347
0.279,0.137,-11.45,0.0381,0.906,0.000494,0.223,0.206,142.848,2Iqdun0CJawDkc3NBUrbdA,160169
0.547,0.303,-10.344,0.0347,0.838,0.000615,0.0982,0.109,126.882,3Z5VaAEN7NWkgBXbCXNilW,204246
0.754,0.405,-11.547,0.0378,0.466,0.00179,0.1,0.0843,114.938,6fc51JZVE0Yijdi6RuoLFv,213973
0.452,0.104,-22.394,0.0456,0.973,0.295,0.119,0.158,120.292,1LjVNoqN5YsWf9vGu2JzhF,279316
0.594,0.355,-11.184,0.0305,0.0478,0.000109,0.0559,0.327,134.097,74f0dpqHhTeTJzs4pmZ1yq,269412
0.672,0.129,-12.984,0.0336,0.888,6.03e-05,0.0891,0.17,114.935,3Xy4XTx8YUspuzOAP1VteX,262600
0.566,0.405,-9.053,0.0288,0.876,0.0125,0.0928,0.365,103.467,2ya75bvL17SgjKvytJrBAm,228960
0.523,0.769,-5.855,0.0269,0.04,0.0,0.136,0.876,136.162,0WQiDwKJclirSYG9v5tayI,244587
0.323,0.323,-10.268,0.0351,0.33,0.0229,0.233,0.256,111.826,0pJW1Xw3aY4Eh6k5iuBkfI,344693
0.618,0.712,-8.246,0.114,0.14,4.53e-06,0.575,0.305,97.057,6ufcuVInt0ocHrUimDjGlb,254319
0.491,0.725,-4.915,0.11,0.0491,1.91e-05,0.176,0.761,168.144,1Ol7rmDYnjXadnWaEvY9em,219147
0.836,0.411,-9.084,0.0325,0.42,0.382,0.0913,0.845,90.876,1LPQheJpIsG8rlUkCmZx2D,297717
0.609,0.581,-10.854,0.277,0.509,0.0,0.283,0.528,102.964,2QdSb68BzZGMgCbsrFmSLc,196204
0.62,0.396,-15.498,0.206,0.735,0.000985,0.0976,0.774,87.865,3MlQPB0wJuopo3NTZGlMpI,201027
0.861,0.27,-9.515,0.0616,0.301,0.00288,0.124,0.608,84.004,5BhK8Mho223YLPQOLfzWNP,165320
0.498,0.468,-6.17,0.0502,0.133,0.0,0.103,0.55,148.266,5uJK1i4LU4I5Ai5qCeHonu,233407
0.778,0.399,-8.984,0.0858,0.0751,0.835,0.103,0.321,137.305,2Y3x5VcEAxLNmVHxQOE0jB,67720
0.494,0.406,-8.472,0.0559,0.848,5.63e-06,0.0765,0.0853,159.957,6osru1Fx1n50mRD8QWI9m1,241667
0.695,0.69,-5.805,0.0233,0.0328,0.697,0.113,0.741,92.977,0mRbKcvmbbUtfFyfeFHCJa,293427
0.542,0.485,-13.131,0.439,0.792,0.00198,0.102,0.698,174.836,6OquGsVTLqZHyxqG0PLwFz,202451
0.599,0.854,0.829,0.0373,0.648,0.0,0.098,0.449,139.995,5L1WMbYfNFkmlyG407ke6S,142286
0.807,0.481,-7.362,0.0713,0.0264,1.28e-06,0.112,0.748,91.005,1IjeGPU5hqHlJpm00zObN7,175319
0.603,0.885,-5.67,0.432,0.0875,0.0,0.169,0.735,164.103,5dNQ0AsPitoIQSRbsXKKwE,202225
0.494,0.583,-10.506,0.289,0.433,1.39e-06,0.286,0.364,117.927,3umzAtRU8JW5uXDPwPq8eE,258245
0.702,0.712,-7.435,0.0584,0.522,0.0263,0.267,0.891,151.017,3ixe45hov7EBKXm8tYBmvX,298160
0.697,0.41,-9.149,0.144,0.412,0.79,0.111,0.377,166.133,5OplD6jkrUT7XJFFIM6mph,164947
0.803,0.59,-11.187,0.0798,0.201,0.00216,0.0605,0.743,118.022,6W9rbkBueZQrwuzO24GHZ2,222901
0.685,0.577,-4.655,0.108,0.66,2.69e-06,0.109,0.371,110.326,0hZIaQMGqu41dozEwqVa1b,130982
0.814,0.33,-7.535,0.342,0.679,0.000197,0.106,0.685,85.057,6oYDza5APcRR4c8w1WEAml,171608
0.443,0.662,-6.544,0.502,0.277,0.0246,0.102,0.372,169.994,5nR6MBAFCdusf8C3BZGtop,152525
0.468,0.52,-7.964,0.0329,0.246,0.00259,0.078,0.46,174.082,4KVSdwwJ67JHu5s9vIA0zi,227000
0.684,0.638,-8.279,0.0585,0.393,3.5e-06,0.103,0.692,126.959,2ZfVt2skRwfEq1Wb3D7GmP,203240
0.668,0.605,-7.608,0.0454,0.336,0.000206,0.115,0.877,83.002,384TJj6XyHUyNlCbdgm6Sz,245995
0.676,0.408,-7.937,0.0811,0.576,0.867,0.201,0.226,106.515,3KsS9NkC5ZlPAIWpGoL5Sx,133520
0.738,0.511,-9.879,0.0616,0.493,0.0244,0.205,0.743,138.654,7rPWZTM7nnaySX8a6Pmeg7,183354
0.817,0.4,-6.516,0.165,0.334,3.37e-05,0.0934,0.438,81.058,5WjTrSEmsfIC1WDwIquuwT,186433
0.535,0.649,-7.638,0.205,0.71,0.000236,0.0973,0.796,86.761,60GM1mA58L7SYD1bLQXBho,269413
0.695,0.733,-7.282,0.117,0.035,3.13e-05,0.0714,0.429,115.024,2LABRdDstu1xkm1A48PqX7,186818
0.658,0.496,-9.303,0.0484,0.14,0.192,0.184,0.625,82.122,3ELZG2YLGrwCVesooFyF4e,215573
0.871,0.397,-7.872,0.394,0.14,0.0196,0.0681,0.486,88.167,328rLNs6WQPOlFSPpIUy7E,239767
0.838,0.408,-11.721,0.0727,0.104,0.000593,0.0793,0.485,101.767,3Acg5sKJcCjUQBHA8KjX5F,171756
0.649,0.804,-4.219,0.0605,0.01,5.11e-06,0.0823,0.602,77.454,1de4FXWMEcCQq5F5yGkXdZ,166257
0.625,0.592,-8.034,0.0363,0.0971,0.073,0.119,0.217,88.04,3xfz3yzwXhSQCSvJXoM7fY,263360
0.504,0.323,-12.442,0.0481,0.382,0.835,0.373,0.453,79.654,7fpiYh33Xph4OPj8gS8jL0,201917
0.611,0.446,-9.297,0.0355,0.192,0.0363,0.281,0.465,84.938,5qXwFOkT3lrEonTzsYCeZ1,164693
0.398,0.794,-4.243,0.11,0.0854,3.68e-05,0.121,0.753,165.014,44Gmc28OqMon8yhJfo3Nze,271807
0.821,0.444,-5.954,0.0812,0.15,0.0188,0.308,0.672,87.029,6Jb2cNSik5251QQCuNSKQw,176940
0.628,0.295,-12.912,0.0402,0.85,0.0503,0.135,0.286,131.797,4HNeLKW804ajGc5h41GtHE,183453
0.487,0.471,-4.654,0.0639,0.262,0.00278,0.131,0.509,91.737,3DxkonlRas1WjpWUuNmf7Z,217056
0.519,0.58,-7.439,0.0439,0.33,0.0575,0.113,0.692,83.978,5XMtZsNkezcv695DQSZo0L,226733
0.68,0.686,-6.089,0.0285,0.04,0.0975,0.0455,0.79,142.007,5mlirWXPq6KoroAUgy6Wdq,220782
0.36,0.551,-7.994,0.0417,0.561,0.00012,0.117,0.337,138.33,4hv0hmUjhAqvAPGCHP4EaE,314425
0.348,0.595,-6.083,0.0421,0.179,0.0181,0.19,0.0729,212.276,3Xci1c096KD2T1A3rHBGYa,137546
0.783,0.916,-8.204,0.0767,0.251,0.00231,0.128,0.752,119.984,2AdcAJUXNrvgKEdIEbXVy8,157921
0.696,0.509,-7.223,0.0798,0.643,0.0,0.111,0.568,90.035,2f6O9Os5EDdTHGvc1P4efs,268152
0.496,0.291,-15.028,0.0376,0.438,0.894,0.108,0.192,179.913,3fDHHkOEw2Fr8km3T4ixYQ,136007
0.374,0.424,-9.012,0.0613,0.657,0.000149,0.353,0.296,151.307,3mslSmibP6M7u9RQEOZ2Zh,233853
0.476,0.779,-9.189,0.163,0.825,0.26,0.155,0.469,156.655,3Fo54IlOlnwzMwGjjEqCzN,264413
0.639,0.54,-9.0,0.0613,0.539,1.08e-06,0.098,0.376,117.003,4ykxlLzlR2B7OhpkPBMhUW,221538
0.635,0.606,-7.01,0.0999,0.261,0.00155,0.138,0.857,179.887,0tZA4mQgeSJjRyjsU6Sujw,214505
0.722,0.467,-7.519,0.077,0.0537,0.000557,0.122,0.68,74.968,2qEyhtx20tSCSubM3JXhxu,244139
0.914,0.511,-10.538,0.188,0.0804,0.00321,0.172,0.442,114.98,37z4KRlnEhRforTs0t23Pa,266120
0.639,0.573,-6.368,0.0399,0.193,0.000145,0.139,0.671,81.98,4xIuopNtFgjT4NfX3TryYH,203065
0.392,0.55,-7.396,0.0937,0.633,5.19e-05,0.113,0.578,87.501,5SusLOd5pOU6akwkkODXf5,247133
0.793,0.699,-9.849,0.37,0.0199,0.000183,0.108,0.897,98.957,1Yd7meWF4xNR13vys5IpUh,242347
0.678,0.38,-11.353,0.399,0.474,0.00416,0.108,0.336,93.335,5giA96riscHWo0h3Aq3uPz,215649
0.706,0.688,-6.838,0.0698,0.00988,0.0407,0.0839,0.458,100.016,6rRCyEuP7uDdX7ste026ky,186743
0.641,0.613,-10.079,0.0464,0.634,0.000765,0.388,0.431,120.013,0HOyjfrsAUktL1MeMxP9Fo,230000
0.708,0.48,-7.781,0.217,0.193,0.00796,0.109,0.381,89.052,5F6RAwXNcvQ8Y42YzP4ppU,312342
0.621,0.646,-6.043,0.0909,0.0156,0.0,0.446,0.507,154.969,1p1iq2npedwN1k112m7UPf,258650
0.718,0.67,-8.721,0.0494,0.535,0.264,0.675,0.509,139.938,38vxstSXciei0IuEO2MoGI,242973
0.87,0.585,-3.209,0.0717,0.0967,0.0,0.271,0.865,83.993,4apymIFXeUd0lWSWPRrtSr,195000
0.618,0.75,-6.938,0.0641,0.324,0.0168,0.431,0.864,88.179,36qo9oMO8yRrZMsDcd5x83,197525
0.614,0.543,-7.347,0.036,0.479,0.0,0.0932,0.558,89.009,2Akf7c4ZjddtzAd3lj6bI8,205911
0.796,0.422,-8.552,0.0553,0.295,0.118,0.287,0.606,87.005,5lwl5QVuTovGE8CMbiE4TL,176667
0.676,0.267,-12.479,0.0593,0.475,0.586,0.113,0.336,83.053,1LqUHH9yacnl8xMBO3dx4d,246145
0.615,0.568,-7.739,0.0989,0.112,0.0107,0.121,0.319,169.395,75QLOfbDw2IyEuY5OZWV5r,188201
0.812,0.539,-7.24,0.125,0.235,0.749,0.11,0.195,99.929,2iq4Pc3NhTJU466gppAKCX,154768
0.577,0.639,-8.887,0.2,0.266,0.000308,0.139,0.516,170.36,4W15aoR7Rl8ppUJxm05IFw,226453
0.502,0.631,-7.462,0.0292,0.175,0.0632,0.099,0.747,173.857,2gx8U4Ujtk3UL94tv8r8io,288427
0.59,0.521,-8.823,0.0335,0.404,0.000101,0.357,0.423,99.165,6m5g6mY0EqyPW6Snc6n749,270067
0.724,0.572,-6.148,0.0468,0.0894,0.000368,0.115,0.674,144.041,3ixoDRreLMvvTeYdUFenSS,247468
0.689,0.637,-10.447,0.341,0.35,1.54e-05,0.492,0.594,82.94,0p2GBILactIaeRXc4LTyRf,205987
0.683,0.549,-9.101,0.0287,0.401,0.00882,0.199,0.449,108.023,41h9PjfBH6mVDPMkLc6zsg,262467
0.798,0.491,-7.704,0.0633,0.338,0.0,0.14,0.899,133.056,4nJuRd8cLin95rTr4B5sZP,233623
0.653,0.573,-10.629,0.0352,0.344,0.297,0.0783,0.711,96.01,0g941Kqd2InTMBbJO4eFlf,288640
0.814,0.595,-5.535,0.332,0.612,3.39e-05,0.153,0.544,123.95,382EXWyvPSm3w8XTFQc10R,174163
0.754,0.333,-9.791,0.0296,0.444,0.0164,0.108,0.157,108.021,6H5DZBYLOJ8pbmYy6JdTfq,199770
0.685,0.733,-6.184,0.143,0.00462,1.32e-05,0.293,0.55,157.936,3onuWjUbFaNSdAMD5Z2UOQ,223991
0.677,0.467,-7.159,0.0459,0.794,7.81e-05,0.116,0.572,74.827,34KULYCXgbVXWlRKBZTHcT,223926
0.736,0.51,-7.767,0.0782,0.171,0.17,0.113,0.408,97.01,1heKNMt0Ab3YtgCfOIjXcv,183812
0.529,0.544,-10.925,0.371,0.259,0.01,0.375,0.676,92.066,7jnaAu7P745QnBBHm3RtSU,162437
0.303,0.243,-15.443,0.0407,0.963,0.154,0.103,0.146,102.519,2zrAQ3iczs6gMTR50WbV54,200597
0.551,0.267,-13.809,0.0665,0.383,0.0531,0.118,0.256,160.016,0icYUkm7H0I21NG2oTdpG8,253307
0.703,0.385,-9.288,0.0355,0.733,0.179,0.383,0.489,77.975,0hFxiaVUZTEpsAdrV595Xn,226160
0.664,0.543,-9.441,0.249,0.22,1.86e-06,0.2,0.31,157.961,0jdit0IB5OJbDmPRqadZbs,172493
0.582,0.539,-6.841,0.0574,0.174,0.000411,0.247,0.453,148.033,3fku32mH3zk91khNJcmZDR,262727
0.8,0.567,-11.48,0.196,0.374,0.0905,0.115,0.321,95.019,7lBNPNIewZf6d1DJjRtlj8,247000
0.713,0.525,-10.334,0.267,0.673,0.0091,0.115,0.604,163.989,4mWTAI8wYE4HpYIgPAASpV,153028
0.506,0.68,-5.639,0.0406,0.452,3.29e-06,0.278,0.631,89.786,5YNqZH6TOzS2DkqxLKbwQT,189333
0.688,0.297,-11.613,0.0338,0.891,0.00426,0.108,0.307,77.042,5PEvIq7hMnnE85qphra5Oa,226630
0.604,0.792,-7.828,0.214,0.0379,0.0435,0.125,0.7,82.923,5IX0QZ6B7dgur3SUg7v3oO,193773
0.899,0.763,-11.548,0.0601,0.262,0.627,0.0869,0.905,122.005,3FsbNA7632mDE8gLp4K6oB,315608
0.482,0.698,-6.191,0.0313,0.0534,0.866,0.134,0.321,76.495,5ZVhOPIz5xEb52pRnZBitG,209281
0.68,0.648,-7.325,0.068,0.0187,0.000443,0.28,0.619,85.966,4rzAv7ehC7iSCV1JpZCVbr,180000
0.333,0.35,-10.009,0.0357,0.519,0.0,0.111,0.193,76.043,6Myc3yPWhYiskfhAOqQG8n,281766
0.682,0.154,-14.511,0.145,0.935,0.937,0.0993,0.0397,79.998,3bbzTSD6TSfjbn6kiWOogR,109500
0.756,0.0859,-16.456,0.076,0.569,0.9,0.0933,0.2,80.028,2dIc4fWog46D4dtdtmlaox,211209
0.617,0.149,-21.752,0.0378,0.961,0.942,0.104,0.331,133.895,6BInjkeYCIvWZNZPynJgmS,114240
0.615,0.345,-14.387,0.0467,0.811,0.864,0.0955,0.252,150.106,7feSrht6OcaDya6Un742qQ,110940
0.652,0.326,-16.896,0.0508,0.944,0.835,0.106,0.2,140.269,7Lk97jmCy6NLGoMOCliR25,132447
0.804,0.136,-17.155,0.063,0.909,0.897,0.118,0.0568,128.028,7Glvm1A5eVOTgrKhkuJPG9,146438
0.606,0.124,-20.1,0.106,0.915,0.942,0.0943,0.066,77.979,4As7GSrNZ9KdczyqSP3asZ,123846
0.577,0.0912,-16.305,0.0432,0.924,0.923,0.107,0.355,85.006,2z97snT0H6GsFnJl9hvMEp,124500
0.662,0.0922,-19.141,0.0879,0.979,0.946,0.111,0.363,88.009,1eNDyRFLcuozAqujBKXIO6,152727
0.74,0.161,-15.458,0.106,0.75,0.909,0.118,0.272,83.023,153ikHLHd0r3dhycyYuLfn,132706
0.644,0.289,-15.2,0.0407,0.856,0.92,0.105,0.307,75.942,3ClaQnmhFjogl21KC3BrBQ,102640
0.574,0.341,-12.128,0.0468,0.901,0.932,0.128,0.579,150.033,1rac3Jn0FNPe9VknXZDWZk,77400
0.611,0.0581,-26.075,0.0441,0.837,0.51,0.0944,0.122,74.0,5HhaJtn3ilA7rjQHctEI1y,120000
0.732,0.229,-16.58,0.0544,0.666,0.288,0.13,0.0338,91.011,4N9h6vHzovo7YvInYRxgqt,129882
0.629,0.0545,-15.383,0.056,0.874,0.871,0.104,0.29,68.001,6Xtcf7QFYmF4ye41fkpOh9,121772
0.83,0.0703,-22.222,0.109,0.13,0.579,0.0816,0.584,156.02,4db1sFeaFrSCtPYzKtwabD,139538
0.453,0.305,-14.073,0.0805,0.905,0.924,0.104,0.141,172.625,2nG9Kq8al1Y8CwuikqWXut,126393
0.562,0.17,-13.14,0.0463,0.926,0.692,0.11,0.111,69.999,29ZdsH6u53GwzmPeGpKyUv,154286
0.531,0.277,-17.31,0.0334,0.896,0.905,0.0851,0.206,147.994,1QpkRFytAoWxnfMrHegiLn,121622
0.5,0.377,-15.277,0.0582,0.948,0.948,0.111,0.133,156.67,27jH99Hj03THQbpOU5XnWF,125000
0.616,0.259,-15.72,0.0417,0.632,0.881,0.119,0.11,69.988,3xDyvJ4bLvJuyjncFeg8iB,151000
0.661,0.141,-19.017,0.0399,0.968,0.935,0.101,0.0789,129.929,1q2JKbcSANVM51vo7ZcNGZ,167750
0.394,0.239,-16.94,0.0302,0.916,0.603,0.0913,0.255,114.04,7yVDG0xiA3TcuyxXfUVjze,168000
0.664,0.0899,-22.409,0.0414,0.955,0.922,0.116,0.0975,129.893,7b8typZKTFHbGA1jivtORb,118154
0.588,0.257,-14.702,0.0325,0.913,0.909,0.111,0.105,144.002,2RUqbOHOiHEytATL8ia66F,121837
0.318,0.126,-20.708,0.0343,0.959,0.912,0.0846,0.0374,200.255,0N1ICKD9OJEoMOeTGBDnNy,127000
0.701,0.285,-9.346,0.114,0.879,0.771,0.108,0.0389,85.001,4ESfG6sY4D1xeTsrYevXwx,135529
0.66,0.143,-16.696,0.0346,0.95,0.922,0.108,0.176,155.961,2T3as8riJfzUaLFhijPCkq,106154
0.639,0.208,-15.922,0.249,0.479,0.948,0.107,0.302,180.047,1EPxFjUEjsPRw7XM9Yo9I3,106667
0.663,0.231,-13.2,0.0335,0.965,0.938,0.109,0.111,69.932,19E1JLs1HA9og77YVVLenA,109714
0.714,0.0622,-22.783,0.0736,0.75,0.914,0.137,0.236,79.995,00d0LL4djhlYxtx1GzwpRz,123000
0.361,0.177,-22.788,0.0383,0.956,0.906,0.126,0.137,59.911,5mysc5FXOTidy1a4vAnH2S,120250
0.528,0.201,-20.009,0.0594,0.934,0.912,0.0949,0.147,129.945,1l52MnASg7swhbLFtBhVJb,115339
0.448,0.132,-17.6,0.0952,0.969,0.928,0.101,0.107,78.704,3zF7rEUNOekwcFdspyZ2by,96000
0.769,0.274,-12.966,0.153,0.81,0.556,0.0913,0.561,80.049,0GiOQXevZc3V8AgFxzp2YJ,135000
0.758,0.162,-18.273,0.0817,0.971,0.93,0.0873,0.758,131.952,4gvMukwB7duTnNiZCEojuc,158273
0.622,0.117,-21.892,0.0879,0.804,0.801,0.091,0.0582,171.941,4kbjW7PdqSvKwKhe9NBVuD,134651
0.612,0.211,-14.876,0.0403,0.87,0.913,0.106,0.247,77.93,5LAlZfEzoY9hcLSCmN8PuZ,123077
0.594,0.213,-17.924,0.0581,0.945,0.907,0.125,0.138,144.167,6NC6GH3zmJN9shNBMkvwNg,120417
0.77,0.0387,-24.976,0.0819,0.969,0.747,0.265,0.441,89.963,7ywoimEb7KMv7gmLQ2xo7O,141333
0.566,0.216,-16.441,0.064,0.911,0.962,0.0994,0.0538,160.211,4glCiMR5agMNxQGZdhdZfw,96000
0.844,0.225,-20.798,0.278,0.891,0.791,0.0953,0.749,80.079,7vaNtfvQkaG9NSic2rhrH3,58066
0.663,0.0251,-29.915,0.0292,0.937,0.884,0.0803,0.0822,77.009,7LpiKAJpwzbVqPNBhincPD,137143
0.604,0.0593,-17.372,0.0443,0.949,0.926,0.104,0.0807,132.179,48rD1oCPeNhKNmmk9M02jL,130328
0.886,0.137,-13.074,0.109,0.923,0.865,0.121,0.565,140.004,6sN8hNfLvBLGPr7leeL9tR,110152
0.69,0.122,-14.568,0.0597,0.899,0.932,0.099,0.317,146.082,78WfketyVicKm5FjIUlnjU,152339
0.921,0.287,-10.859,0.137,0.805,0.84,0.104,0.679,132.181,3YegC72pbwviu6fy5zbPh3,166336
0.58,0.291,-11.605,0.0373,0.906,0.924,0.118,0.264,90.037,1T4FNr8eF3p4iVaHrjBGho,168000
0.82,0.169,-18.35,0.0496,0.981,0.954,0.0813,0.497,142.052,4cAZWQZLlDXoHGYkTNMt4i,179155
0.512,0.106,-22.903,0.0324,0.912,0.912,0.128,0.145,159.993,1Km3xwYKto5U2xdsPv8HTc,162000
0.621,0.387,-8.419,0.0309,0.881,0.736,0.1,0.328,75.007,46atmNl6nPzZuj6qAzBgpi,145600
0.529,0.232,-12.981,0.0324,0.906,0.897,0.0893,0.276,171.888,7Bha2btgoPHzSwWwyzcTI8,118221
0.815,0.238,-12.013,0.0748,0.695,0.95,0.127,0.287,139.967,2z4t24jysAzffGRI99idTW,140571
0.61,0.143,-17.467,0.107,0.899,0.886,0.123,0.451,87.018,7McehAjzhS8bEprBvY9KDJ,118621
0.647,0.0895,-24.059,0.0451,0.933,0.929,0.107,0.0396,72.979,1s8KFO2b6qhK94kzCc375G,122055
0.693,0.259,-14.798,0.0915,0.289,0.706,0.117,0.63,74.987,2J3SlUak8rUmbqQKLhVsrx,115264
0.724,0.229,-12.269,0.0579,0.876,0.919,0.106,0.038,136.035,2U6vFampiXQZtmOhNXz7dp,129882
0.766,0.124,-21.507,0.0495,0.726,0.947,0.077,0.165,75.013,3YSMxn9PMuLn25EXyBplpd,153608
0.764,0.25,-15.282,0.0557,0.782,0.86,0.101,0.113,119.941,5DgGR97f1mJVghYHiRIrpT,128000
0.437,0.171,-12.276,0.0746,0.127,0.692,0.102,0.149,166.817,4KriQ58YghAOfx7ZnI5O2i,135000
0.696,0.141,-23.131,0.0628,0.847,0.885,0.098,0.148,110.025,29aEQCuc0s6E0kcFreV46L,122182
0.678,0.442,-8.376,0.0389,0.626,0.91,0.136,0.391,146.011,2ygBMXjdbHL5hmYGznpoLp,139726
0.569,0.332,-7.947,0.0277,0.233,0.942,0.112,0.292,136.079,6yq6dvbTKnPu7KFbchVrTm,155317
0.663,0.352,-14.67,0.0803,0.572,0.923,0.373,0.478,82.021,6fkYSkZr3GAbPckhYXTA1Z,158049
0.768,0.323,-11.801,0.0277,0.765,0.836,0.108,0.431,139.908,7JBZA48IlwHczdv4Tuxluv,140000
0.671,0.49,-12.75,0.0423,0.919,0.92,0.101,0.292,151.973,2kQKAtga9QYY9RV4xO8huL,101760
0.885,0.329,-14.793,0.262,0.934,0.884,0.133,0.576,147.037,4vkHWjfEG7l5gH72po5X6u,136085
0.596,0.0701,-15.225,0.0365,0.757,0.818,0.119,0.167,60.009,0u4KFxbNWmwT7FIEtB0R8Q,145500
0.503,0.223,-18.86,0.0332,0.919,0.96,0.119,0.12,73.972,0EPGaVpdeFYEEWm77ynjwL,121358
0.759,0.132,-22.401,0.037,0.964,0.96,0.0987,0.151,130.063,6P9FFFGtO2xp71sYjO6Yq4,132923
0.75,0.135,-11.755,0.071,0.935,0.923,0.098,0.342,75.006,1KfA7CY934KLIyML4sSPgw,157219
0.592,0.264,-12.954,0.0433,0.736,0.281,0.118,0.323,135.902,6KVQNDDIEqAoJ6ZteoNG7m,127053
0.684,0.378,-12.869,0.0414,0.788,0.91,0.0977,0.327,128.127,72qa1fzwLsm1dOeP9jSDmZ,122919
0.58,0.462,-11.707,0.037,0.659,0.677,0.102,0.074,83.018,1kl3d9lcw2OaIx1I3JmfLS,179277
0.633,0.163,-18.103,0.0328,0.913,0.868,0.165,0.113,115.981,3eru26MhCX1DcTEdYvEmBz,178341
0.571,0.161,-17.511,0.0324,0.925,0.927,0.111,0.0528,139.889,3gTqbgP4Kq4i1p27vCpiL8,106286
0.709,0.146,-18.883,0.0342,0.492,0.904,0.126,0.192,90.065,3O1LaaHCHuombngwVBOOlE,133736
0.839,0.153,-14.561,0.237,0.148,0.874,0.146,0.329,142.008,0VOuTIdSvi1JdrbUA79hLs,141972
0.592,0.304,-10.589,0.207,0.967,0.922,0.105,0.443,69.109,5lxMPRkYu1S9q9lbjMBRFU,130652
0.593,0.621,-9.602,0.0326,0.00921,0.91,0.114,0.711,169.661,2GMsAl86ZMn6G057Rpah0n,90353
0.678,0.324,-12.405,0.0333,0.874,0.935,0.14,0.307,160.026,1XlLmcGawSaHSysOg5YPbq,157272
0.66,0.177,-19.726,0.0584,0.884,0.92,0.0794,0.77,78.014,5u6VZLh8SRuyuCRm6QAaDE,123077
0.662,0.361,-15.571,0.146,0.915,0.884,0.107,0.197,82.617,59bssvn3WWvm7n8HlVDOuJ,116364
0.667,0.379,-7.411,0.142,0.938,0.906,0.0995,0.537,180.02,4Gd2D4u0EJvg6FZfyuCLmv,106667
0.706,0.239,-12.889,0.0313,0.904,0.842,0.113,0.217,142.013,1MbYPlwWJJ5xYeBt3Yv186,141199
0.684,0.224,-18.082,0.0428,0.0908,0.914,0.106,0.182,108.032,79FvTJvLURJtsgbaD0JbEx,168333
0.756,0.378,-16.682,0.053,0.141,0.49,0.128,0.17,140.002,09NBdMpEm7J661F6XVo1SD,123500
0.641,0.292,-11.854,0.0376,0.293,0.784,0.0659,0.353,79.996,3wlyyrrECCUY4NHrzTuiMc,104562
0.608,0.313,-16.276,0.0377,0.876,0.922,0.248,0.202,79.92,139uZo8dlYHgVyMYN6bSXA,171333
0.409,0.213,-13.748,0.034,0.594,0.928,0.108,0.062,167.39,4ZJFDEerMptTZzIbHQqnsi,121091
0.783,0.466,-8.484,0.184,0.908,0.896,0.114,0.434,85.041,7rc25QCtoWgpMoS5QKXPhr,99882
0.647,0.186,-18.718,0.031,0.851,0.886,0.101,0.2,80.008,6YsXDpB5gqbNZiAIn8T4Ty,147000
0.784,0.223,-9.669,0.0595,0.143,0.871,0.0695,0.14,167.928,3NOKSBsL5amXGYBv8v60VM,130168
0.515,0.187,-21.546,0.0325,0.967,0.962,0.317,0.143,144.004,1NuOMDqfzQcf8UKH3UzRa6,152925
0.585,0.19,-13.576,0.0403,0.909,0.953,0.111,0.254,75.044,4qneH71UmcvFiAjkyTkCQg,118400
0.579,0.245,-13.246,0.0375,0.909,0.919,0.108,0.426,75.027,6usANlGhQzHC3lS8ifgHaN,102983
0.683,0.34,-12.612,0.0415,0.784,0.823,0.123,0.452,79.99,6daXhzCYlhXydbuNtWvzeu,132562
0.658,0.384,-9.834,0.272,0.107,0.943,0.0739,0.325,169.142,1TyXDp22IIpopBKJUdoLcZ,100765
0.641,0.322,-13.057,0.0481,0.855,0.864,0.108,0.112,77.963,2WfmL5EqdF3wsppi4KjxPy,123000
0.603,0.341,-11.161,0.0308,0.402,0.89,0.134,0.354,86.931,4RHef6DRAkz9uVPXsrdj9z,110345
